<date:hour:url>,Total Event_count
2019-09-12:03:http://example.com/?url=082,3
2019-09-12:03:http://example.com/?url=083,4
2019-09-12:03:http://example.com/?url=084,4
2019-09-12:03:http://example.com/?url=085,1
2019-09-12:03:http://example.com/?url=086,5
2019-09-12:03:http://example.com/?url=087,2
2019-09-12:03:http://example.com/?url=088,4
2019-09-12:03:http://example.com/?url=089,1
2019-09-12:03:http://example.com/?url=090,6
2019-09-12:03:http://example.com/?url=091,4
2019-09-12:03:http://example.com/?url=092,2
2019-09-12:03:http://example.com/?url=094,1
2019-09-12:03:http://example.com/?url=095,2
2019-09-12:03:http://example.com/?url=096,3
2019-09-12:03:http://example.com/?url=097,1
2019-09-12:03:http://example.com/?url=098,5
2019-09-12:03:http://example.com/?url=099,3
2019-09-12:03:http://example.com/?url=100,2
2019-09-12:03:http://example.com/?url=101,4
2019-09-12:03:http://example.com/?url=102,2
2019-09-12:03:http://example.com/?url=103,6
2019-09-12:03:http://example.com/?url=104,5
2019-09-12:03:http://example.com/?url=106,1
2019-09-12:03:http://example.com/?url=107,3
2019-09-12:03:http://example.com/?url=108,2
2019-09-12:03:http://example.com/?url=109,3
2019-09-12:03:http://example.com/?url=110,2
2019-09-12:03:http://example.com/?url=111,2
2019-09-12:03:http://example.com/?url=113,4
2019-09-12:03:http://example.com/?url=114,3
2019-09-12:03:http://example.com/?url=115,3
2019-09-12:03:http://example.com/?url=116,6
2019-09-12:03:http://example.com/?url=117,1
2019-09-12:03:http://example.com/?url=118,2
2019-09-12:03:http://example.com/?url=119,2
2019-09-12:03:http://example.com/?url=120,1
2019-09-12:03:http://example.com/?url=121,2
2019-09-12:03:http://example.com/?url=122,2
2019-09-12:03:http://example.com/?url=123,4
2019-09-12:03:http://example.com/?url=124,3
2019-09-12:03:http://example.com/?url=125,2
2019-09-12:03:http://example.com/?url=126,1
2019-09-12:03:http://example.com/?url=127,3
2019-09-12:03:http://example.com/?url=128,4
2019-09-12:03:http://example.com/?url=129,4
2019-09-12:03:http://example.com/?url=130,3
2019-09-12:03:http://example.com/?url=131,3
2019-09-12:03:http://example.com/?url=132,4
2019-09-12:03:http://example.com/?url=133,2
2019-09-12:03:http://example.com/?url=134,6
2019-09-12:03:http://example.com/?url=135,1
2019-09-12:03:http://example.com/?url=136,4
2019-09-12:03:http://example.com/?url=137,3
2019-09-12:03:http://example.com/?url=138,5
2019-09-12:03:http://example.com/?url=139,4
2019-09-12:03:http://example.com/?url=140,2
2019-09-12:03:http://example.com/?url=141,2
2019-09-12:03:http://example.com/?url=142,3
2019-09-12:03:http://example.com/?url=143,3
2019-09-12:03:http://example.com/?url=144,2
2019-09-12:03:http://example.com/?url=145,5
2019-09-12:03:http://example.com/?url=146,3
2019-09-12:03:http://example.com/?url=147,2
2019-09-12:03:http://example.com/?url=148,5
2019-09-12:03:http://example.com/?url=149,1
2019-09-12:03:http://example.com/?url=150,3
2019-09-12:03:http://example.com/?url=151,4
2019-09-12:03:http://example.com/?url=152,4
2019-09-12:03:http://example.com/?url=153,2
2019-09-12:03:http://example.com/?url=154,1
2019-09-12:03:http://example.com/?url=155,3
2019-09-12:03:http://example.com/?url=156,1
2019-09-12:03:http://example.com/?url=157,3
2019-09-12:03:http://example.com/?url=158,2
2019-09-12:03:http://example.com/?url=159,4
2019-09-12:03:http://example.com/?url=160,5
2019-09-12:03:http://example.com/?url=161,6
2019-09-12:03:http://example.com/?url=162,5
2019-09-12:03:http://example.com/?url=163,2
2019-09-12:03:http://example.com/?url=164,1
2019-09-12:03:http://example.com/?url=165,2
2019-09-12:03:http://example.com/?url=166,3
2019-09-12:03:http://example.com/?url=167,5
2019-09-12:03:http://example.com/?url=168,1
2019-09-12:03:http://example.com/?url=169,5
2019-09-12:03:http://example.com/?url=170,7
2019-09-12:03:http://example.com/?url=171,4
2019-09-12:03:http://example.com/?url=172,2
2019-09-12:03:http://example.com/?url=173,5
2019-09-12:03:http://example.com/?url=174,2
2019-09-12:03:http://example.com/?url=175,2
2019-09-12:03:http://example.com/?url=176,4
2019-09-12:03:http://example.com/?url=177,3
2019-09-12:03:http://example.com/?url=178,2
2019-09-12:03:http://example.com/?url=179,2
2019-09-12:03:http://example.com/?url=180,3
2019-09-12:03:http://example.com/?url=181,1
2019-09-12:03:http://example.com/?url=182,5
2019-09-12:03:http://example.com/?url=183,2
2019-09-12:03:http://example.com/?url=184,1
2019-09-12:03:http://example.com/?url=185,1
2019-09-12:03:http://example.com/?url=186,3
2019-09-12:03:http://example.com/?url=187,1
2019-09-12:03:http://example.com/?url=188,3
2019-09-12:03:http://example.com/?url=190,1
2019-09-12:03:http://example.com/?url=191,4
2019-09-12:03:http://example.com/?url=192,6
2019-09-12:03:http://example.com/?url=193,2
2019-09-12:03:http://example.com/?url=194,3
2019-09-12:03:http://example.com/?url=195,4
2019-09-12:03:http://example.com/?url=196,5
2019-09-12:03:http://example.com/?url=197,5
2019-09-12:03:http://example.com/?url=198,5
2019-09-12:03:http://example.com/?url=199,3
2019-09-12:04:http://example.com/?url=001,1
2019-09-12:04:http://example.com/?url=003,3
2019-09-12:04:http://example.com/?url=004,2
2019-09-12:04:http://example.com/?url=006,2
2019-09-12:04:http://example.com/?url=007,3
2019-09-12:04:http://example.com/?url=008,3
2019-09-12:04:http://example.com/?url=009,2
2019-09-12:04:http://example.com/?url=010,1
2019-09-12:04:http://example.com/?url=011,2
2019-09-12:04:http://example.com/?url=012,4
2019-09-12:04:http://example.com/?url=013,3
2019-09-12:04:http://example.com/?url=014,2
2019-09-12:04:http://example.com/?url=015,4
2019-09-12:04:http://example.com/?url=018,6
2019-09-12:04:http://example.com/?url=019,4
2019-09-12:04:http://example.com/?url=021,5
2019-09-12:04:http://example.com/?url=022,4
2019-09-12:04:http://example.com/?url=023,2
2019-09-12:04:http://example.com/?url=024,3
2019-09-12:04:http://example.com/?url=025,2
2019-09-12:04:http://example.com/?url=026,2
2019-09-12:04:http://example.com/?url=027,9
2019-09-12:04:http://example.com/?url=028,3
2019-09-12:04:http://example.com/?url=029,6
2019-09-12:04:http://example.com/?url=030,4
2019-09-12:04:http://example.com/?url=031,4
2019-09-12:04:http://example.com/?url=032,1
2019-09-12:04:http://example.com/?url=033,2
2019-09-12:04:http://example.com/?url=034,2
2019-09-12:04:http://example.com/?url=035,2
2019-09-12:04:http://example.com/?url=036,3
2019-09-12:04:http://example.com/?url=037,2
2019-09-12:04:http://example.com/?url=038,1
2019-09-12:04:http://example.com/?url=039,4
2019-09-12:04:http://example.com/?url=040,3
2019-09-12:04:http://example.com/?url=041,4
2019-09-12:04:http://example.com/?url=042,2
2019-09-12:04:http://example.com/?url=043,2
2019-09-12:04:http://example.com/?url=044,2
2019-09-12:04:http://example.com/?url=045,1
2019-09-12:04:http://example.com/?url=046,2
2019-09-12:04:http://example.com/?url=047,1
2019-09-12:04:http://example.com/?url=048,1
2019-09-12:04:http://example.com/?url=049,2
2019-09-12:04:http://example.com/?url=050,1
2019-09-12:04:http://example.com/?url=051,6
2019-09-12:04:http://example.com/?url=052,3
2019-09-12:04:http://example.com/?url=053,3
2019-09-12:04:http://example.com/?url=054,2
2019-09-12:04:http://example.com/?url=055,4
2019-09-12:04:http://example.com/?url=056,2
2019-09-12:04:http://example.com/?url=057,5
2019-09-12:04:http://example.com/?url=058,1
2019-09-12:04:http://example.com/?url=059,3
2019-09-12:04:http://example.com/?url=060,4
2019-09-12:04:http://example.com/?url=061,1
2019-09-12:04:http://example.com/?url=062,1
2019-09-12:04:http://example.com/?url=063,1
2019-09-12:04:http://example.com/?url=064,4
2019-09-12:04:http://example.com/?url=065,3
2019-09-12:04:http://example.com/?url=066,6
2019-09-12:04:http://example.com/?url=067,4
2019-09-12:04:http://example.com/?url=068,5
2019-09-12:04:http://example.com/?url=070,1
2019-09-12:04:http://example.com/?url=071,1
2019-09-12:04:http://example.com/?url=072,4
2019-09-12:04:http://example.com/?url=073,3
2019-09-12:04:http://example.com/?url=074,2
2019-09-12:04:http://example.com/?url=075,6
2019-09-12:04:http://example.com/?url=076,3
2019-09-12:04:http://example.com/?url=077,2
2019-09-12:04:http://example.com/?url=079,3
2019-09-12:04:http://example.com/?url=080,1
2019-09-12:04:http://example.com/?url=081,3
2019-09-12:04:http://example.com/?url=082,3
2019-09-12:04:http://example.com/?url=084,1
2019-09-12:04:http://example.com/?url=085,6
2019-09-12:04:http://example.com/?url=086,2
2019-09-12:04:http://example.com/?url=087,4
2019-09-12:04:http://example.com/?url=088,6
2019-09-12:04:http://example.com/?url=089,5
2019-09-12:04:http://example.com/?url=091,3
2019-09-12:04:http://example.com/?url=092,5
2019-09-12:04:http://example.com/?url=093,7
2019-09-12:04:http://example.com/?url=094,1
2019-09-12:04:http://example.com/?url=095,3
2019-09-12:04:http://example.com/?url=096,2
2019-09-12:04:http://example.com/?url=097,3
2019-09-12:04:http://example.com/?url=098,2
2019-09-12:04:http://example.com/?url=099,2
2019-09-12:04:http://example.com/?url=100,3
2019-09-12:04:http://example.com/?url=101,4
2019-09-12:04:http://example.com/?url=102,5
2019-09-12:04:http://example.com/?url=103,2
2019-09-12:04:http://example.com/?url=104,7
2019-09-12:04:http://example.com/?url=106,6
2019-09-12:04:http://example.com/?url=107,4
2019-09-12:04:http://example.com/?url=108,1
2019-09-12:04:http://example.com/?url=110,2
2019-09-12:04:http://example.com/?url=111,2
2019-09-12:04:http://example.com/?url=112,4
2019-09-12:04:http://example.com/?url=113,5
2019-09-12:04:http://example.com/?url=114,4
2019-09-12:04:http://example.com/?url=115,3
2019-09-12:04:http://example.com/?url=116,1
2019-09-12:04:http://example.com/?url=117,4
2019-09-12:04:http://example.com/?url=118,2
2019-09-12:04:http://example.com/?url=119,7
2019-09-12:04:http://example.com/?url=120,4
2019-09-12:04:http://example.com/?url=121,2
2019-09-12:04:http://example.com/?url=122,4
2019-09-12:04:http://example.com/?url=123,3
2019-09-12:04:http://example.com/?url=124,4
2019-09-12:04:http://example.com/?url=125,5
2019-09-12:04:http://example.com/?url=126,5
2019-09-12:04:http://example.com/?url=127,2
2019-09-12:04:http://example.com/?url=128,5
2019-09-12:04:http://example.com/?url=129,3
2019-09-12:04:http://example.com/?url=130,1
2019-09-12:04:http://example.com/?url=131,2
2019-09-12:04:http://example.com/?url=132,2
2019-09-12:04:http://example.com/?url=133,4
2019-09-12:04:http://example.com/?url=134,2
2019-09-12:04:http://example.com/?url=135,6
2019-09-12:04:http://example.com/?url=136,1
2019-09-12:04:http://example.com/?url=137,3
2019-09-12:04:http://example.com/?url=138,4
2019-09-12:04:http://example.com/?url=139,1
2019-09-12:04:http://example.com/?url=141,3
2019-09-12:04:http://example.com/?url=142,6
2019-09-12:04:http://example.com/?url=143,7
2019-09-12:04:http://example.com/?url=144,1
2019-09-12:04:http://example.com/?url=145,2
2019-09-12:04:http://example.com/?url=146,3
2019-09-12:04:http://example.com/?url=147,5
2019-09-12:04:http://example.com/?url=148,4
2019-09-12:04:http://example.com/?url=149,3
2019-09-12:04:http://example.com/?url=150,2
2019-09-12:04:http://example.com/?url=151,1
2019-09-12:04:http://example.com/?url=152,2
2019-09-12:04:http://example.com/?url=153,3
2019-09-12:04:http://example.com/?url=154,2
2019-09-12:04:http://example.com/?url=156,3
2019-09-12:04:http://example.com/?url=157,1
2019-09-12:04:http://example.com/?url=158,4
2019-09-12:04:http://example.com/?url=159,3
2019-09-12:04:http://example.com/?url=160,3
2019-09-12:04:http://example.com/?url=161,1
2019-09-12:04:http://example.com/?url=162,6
2019-09-12:04:http://example.com/?url=163,4
2019-09-12:04:http://example.com/?url=164,3
2019-09-12:04:http://example.com/?url=165,3
2019-09-12:04:http://example.com/?url=167,3
2019-09-12:04:http://example.com/?url=168,4
2019-09-12:04:http://example.com/?url=169,1
2019-09-12:04:http://example.com/?url=170,4
2019-09-12:04:http://example.com/?url=171,1
2019-09-12:04:http://example.com/?url=173,4
2019-09-12:04:http://example.com/?url=174,1
2019-09-12:04:http://example.com/?url=175,4
2019-09-12:04:http://example.com/?url=176,2
2019-09-12:04:http://example.com/?url=177,1
2019-09-12:04:http://example.com/?url=178,4
2019-09-12:04:http://example.com/?url=179,1
2019-09-12:04:http://example.com/?url=180,2
2019-09-12:04:http://example.com/?url=181,1
2019-09-12:04:http://example.com/?url=182,2
2019-09-12:04:http://example.com/?url=183,5
2019-09-12:04:http://example.com/?url=184,4
2019-09-12:04:http://example.com/?url=185,2
2019-09-12:04:http://example.com/?url=186,2
2019-09-12:04:http://example.com/?url=187,3
2019-09-12:04:http://example.com/?url=188,3
2019-09-12:04:http://example.com/?url=189,3
2019-09-12:04:http://example.com/?url=190,4
2019-09-12:04:http://example.com/?url=191,1
2019-09-12:04:http://example.com/?url=192,2
2019-09-12:04:http://example.com/?url=193,2
2019-09-12:04:http://example.com/?url=194,7
2019-09-12:04:http://example.com/?url=195,5
2019-09-12:04:http://example.com/?url=196,3
2019-09-12:04:http://example.com/?url=197,2
2019-09-12:04:http://example.com/?url=198,1
2019-09-12:04:http://example.com/?url=199,2
2019-09-12:05:http://example.com/?url=001,1
2019-09-12:05:http://example.com/?url=002,4
2019-09-12:05:http://example.com/?url=003,2
2019-09-12:05:http://example.com/?url=005,7
2019-09-12:05:http://example.com/?url=006,9
2019-09-12:05:http://example.com/?url=007,2
2019-09-12:05:http://example.com/?url=009,5
2019-09-12:05:http://example.com/?url=010,1
2019-09-12:05:http://example.com/?url=013,4
2019-09-12:05:http://example.com/?url=014,4
2019-09-12:05:http://example.com/?url=015,1
2019-09-12:05:http://example.com/?url=016,4
2019-09-12:05:http://example.com/?url=018,5
2019-09-12:05:http://example.com/?url=019,2
2019-09-12:05:http://example.com/?url=020,2
2019-09-12:05:http://example.com/?url=021,2
2019-09-12:05:http://example.com/?url=022,5
2019-09-12:05:http://example.com/?url=023,4
2019-09-12:05:http://example.com/?url=024,4
2019-09-12:05:http://example.com/?url=025,5
2019-09-12:05:http://example.com/?url=026,1
2019-09-12:05:http://example.com/?url=027,2
2019-09-12:05:http://example.com/?url=028,1
2019-09-12:05:http://example.com/?url=029,1
2019-09-12:05:http://example.com/?url=030,4
2019-09-12:05:http://example.com/?url=031,2
2019-09-12:05:http://example.com/?url=032,6
2019-09-12:05:http://example.com/?url=034,4
2019-09-12:05:http://example.com/?url=035,2
2019-09-12:05:http://example.com/?url=036,3
2019-09-12:05:http://example.com/?url=037,1
2019-09-12:05:http://example.com/?url=038,4
2019-09-12:05:http://example.com/?url=039,1
2019-09-12:05:http://example.com/?url=040,3
2019-09-12:05:http://example.com/?url=041,2
2019-09-12:05:http://example.com/?url=042,4
2019-09-12:05:http://example.com/?url=043,2
2019-09-12:05:http://example.com/?url=044,3
2019-09-12:05:http://example.com/?url=045,3
2019-09-12:05:http://example.com/?url=046,1
2019-09-12:05:http://example.com/?url=047,3
2019-09-12:05:http://example.com/?url=048,2
2019-09-12:05:http://example.com/?url=049,2
2019-09-12:05:http://example.com/?url=050,3
2019-09-12:05:http://example.com/?url=051,1
2019-09-12:05:http://example.com/?url=052,4
2019-09-12:05:http://example.com/?url=053,4
2019-09-12:05:http://example.com/?url=054,8
2019-09-12:05:http://example.com/?url=055,4
2019-09-12:05:http://example.com/?url=056,3
2019-09-12:05:http://example.com/?url=057,3
2019-09-12:05:http://example.com/?url=058,1
2019-09-12:05:http://example.com/?url=059,2
2019-09-12:05:http://example.com/?url=060,3
2019-09-12:05:http://example.com/?url=061,3
2019-09-12:05:http://example.com/?url=062,2
2019-09-12:05:http://example.com/?url=063,5
2019-09-12:05:http://example.com/?url=064,5
2019-09-12:05:http://example.com/?url=065,1
2019-09-12:05:http://example.com/?url=066,3
2019-09-12:05:http://example.com/?url=067,4
2019-09-12:05:http://example.com/?url=068,3
2019-09-12:05:http://example.com/?url=069,5
2019-09-12:05:http://example.com/?url=071,1
2019-09-12:05:http://example.com/?url=072,3
2019-09-12:05:http://example.com/?url=073,3
2019-09-12:05:http://example.com/?url=074,3
2019-09-12:05:http://example.com/?url=075,2
2019-09-12:05:http://example.com/?url=076,2
2019-09-12:05:http://example.com/?url=077,2
2019-09-12:05:http://example.com/?url=078,3
2019-09-12:05:http://example.com/?url=079,3
2019-09-12:05:http://example.com/?url=080,2
2019-09-12:05:http://example.com/?url=082,4
2019-09-12:05:http://example.com/?url=083,8
2019-09-12:05:http://example.com/?url=084,1
2019-09-12:05:http://example.com/?url=085,2
2019-09-12:05:http://example.com/?url=086,3
2019-09-12:05:http://example.com/?url=087,2
2019-09-12:05:http://example.com/?url=088,2
2019-09-12:05:http://example.com/?url=089,4
2019-09-12:05:http://example.com/?url=090,5
2019-09-12:05:http://example.com/?url=092,6
2019-09-12:05:http://example.com/?url=093,1
2019-09-12:05:http://example.com/?url=094,2
2019-09-12:05:http://example.com/?url=095,2
2019-09-12:05:http://example.com/?url=096,5
2019-09-12:05:http://example.com/?url=097,6
2019-09-12:05:http://example.com/?url=099,6
2019-09-12:05:http://example.com/?url=100,3
